_id,bathrooms,bedrooms,beds,business_travel_ready,city,host_languages,latitude,longitude,monthly_price_factor,name,neighborhood,new_listing,person_capacity,price_rate,price_rate_type,property_type,refundable,reviews_count,room_type,scrim_color,section_offset,star_rating,superhost,tier_id,user_id,user_name,verified,weekly_price_factor
3692901,1.0,1,1,False,Amed ,,-8.335871047770878,115.64906972524372,1.0,"Hoky Homestay & Cafe | Amed, Bali",Amed,False,2,14,nightly,3,False,107,private_room,#1B2212,1,4.0,False,0,18801900,Made,False,1.0
16849082,1.0,1,1,False,Karangasem Regency,"en,id",-8.336109412631448,115.65026317168648,0.9,Kadek Homestay cozy aparts on the beach,Amed,False,2,13,nightly,40,False,45,private_room,#272822,1,4.5,False,0,112203690,Kadek,False,0.93
7058723,1.0,1,1,False,Karangasem Regency,,-8.334680011420152,115.6467642481949,1.0,"Tejo Amed Homestay, Great View, 3",Amed,False,2,10,nightly,3,False,33,private_room,#352A24,1,4.5,False,0,37015535,Ketut,False,1.0
7058890,1.0,1,1,False,Karangasem Regency,,-8.334861480355329,115.64696459859631,1.0,"Tejo Amed Homestay, good view, 4",Amed,False,2,10,nightly,3,False,71,private_room,#27262C,1,4.5,False,0,37015535,Ketut,False,1.0
16978040,2.0,1,6,False,Abang,fr,-8.338911064123073,115.65796678328425,1.0,Ocean Prana Freedivers village Mixed AC dorm,Amed,False,1,10,nightly,9,False,2,shared_room,#150E06,1,,True,0,110719411,Yoram,False,1.0
3629252,3.0,1,1,False,amed,"en,es,fr",-8.333926907424438,115.63223231264057,1.0,fab dive center Dormitory,Amed,False,1,10,nightly,9,False,26,shared_room,#1B251C,1,4.5,False,0,8478344,Fabien,False,0.99
6056603,1.0,1,1,False,Abang,"en,es,fr",-8.335305425927698,115.63343274818996,1.0,"Room with 6 beds,A/C,perfect for group of friends",Amed,False,1,10,nightly,9,False,1,shared_room,#1B1612,1,,False,0,8478344,Fabien,False,0.72
8312220,1.0,1,1,False,Abang,"en,id,ja",-8.358157802445138,115.69529876616897,1.0,Aquaterrace Amed ocean front rooms,Amed,False,3,82,nightly,3,False,41,private_room,#06195B,1,5.0,True,0,5915396,Aquaterrace,False,1.0
2403103,1.0,1,1,False,Abang,"de,en,fr,id,it",-8.341979701684204,115.66768635516074,1.0,BALI MARINA VILLAS FRANGIPANI VILLA AMED,Amed,False,2,92,nightly,43,False,68,private_room,#201A0C,1,5.0,True,0,11033034,Kadek,False,1.0
20590396,1.0,2,4,False,Abang,"cs,en,id",-8.358467859910197,115.69632186543731,0.7,"Family Beach Front Bungalow in Amed, Selang Resort",Amed,False,4,90,nightly,43,False,0,private_room,#101008,1,,False,0,147117231,Selang,False,0.9
20789587,1.0,1,1,False,Amed,,-8.334086,115.653603,0.9,AMED BEACH VILLA......POOL ROOM.,Bali,False,2,90,nightly,3,False,0,private_room,#161A19,1,,False,0,6746395,David,False,0.9
13177020,1.0,1,3,False,Karangasem Regency,,-8.365149298114916,115.69987287394002,1.0,Ekapurnama Family House,Amed,False,4,90,nightly,2,False,4,entire_home,#2B241A,1,5.0,False,0,72213231,George,False,1.0
21966679,1.0,1,1,False,Abang,,-8.334334,115.653267,0.9,AMED BEACH VILLA ...BEACH ROOM.,Bali,False,2,90,nightly,3,False,0,private_room,#3F4044,1,,False,0,6746395,David,False,0.9
19042371,2.0,1,5,False,Abang,"en,es,id,it,ms",-8.338240421302846,115.64233076997506,0.8,Aura Villa & Spa - Amed - Bali,Amed,False,5,87,nightly,11,False,4,entire_home,#1B1D12,1,5.0,False,0,132904859,Mario,False,0.9
19463809,1.0,2,2,False,Abang,"en,id,ms,zh",-8.331415452269507,115.63870563852402,1.0,"SARASWATI RETREAT, AMED, a balinese beach house",Amed,False,4,75,nightly,11,False,23,entire_home,#26252A,1,5.0,True,0,135664048,Saraswati,False,1.0
10478626,2.0,2,2,False,Karangasem Regency,,-8.351301615474968,115.68401205999241,1.0,Shankara Parada: two-bedroom villa,Bali,False,4,75,nightly,11,False,7,entire_home,#1D2441,1,4.5,False,0,47299682,Nyoman,False,1.0
17737122,2.0,2,2,False,Karangasem Regency,"de,en,id",-8.344667,115.67057,1.0,Amed Harmony Private Pool Villa,Amed,False,4,75,nightly,3,False,2,private_room,#071808,1,,False,0,17086164,Anis,False,1.0
21982674,1.0,1,2,False,Abang,,-8.333493,115.654587,0.9,AMED BEACH VILLA...CORNER DELUXE,Bali,False,2,75,nightly,3,False,0,private_room,#090708,1,,False,0,6746395,David,False,0.9
20886403,2.0,2,2,False,Abang,"en,id",-8.331682951482858,115.63705088083036,1.0,Ulam Bali Villa,Amed,False,4,77,nightly,11,False,0,entire_home,#39322C,1,,False,0,149909111,Putu,False,1.0
9739379,2.0,2,2,False,Karangasem Regency,"en,id",-8.335800458485991,115.6533995856188,1.0,'Infinity' Beach House.Charming private villa-Amed,Amed,False,4,62,nightly,2,False,59,entire_home,,1,5.0,True,0,50250339,I Gede,False,1.0
11283631,3.0,3,4,False,Abang,"en,id",-8.345663,115.671684,0.85,Rumah Adi - Pool & Mountain Views!,Amed,False,6,65,nightly,42,False,24,private_room,#251F1F,1,4.5,False,0,58290485,I Nyoman,False,0.9
5863564,1.0,1,1,False,"Bebayu near Amed ,Abang Karangasem Sub-District Bali Indonesia","de,en,id",-8.325570859175503,115.63229159624979,1.0,"Balila beach resort, Lotus room with VIEW!",Amed,False,2,64,nightly,43,False,42,private_room,#131210,1,5.0,False,0,1513897,Birgit,False,0.8
19575206,1.0,4,4,False,Abang,,-8.34767342030491,115.67986426953884,1.0,Bintang Beach Villas,Amed,False,2,67,nightly,11,False,0,entire_home,#19140E,1,,False,0,137577163,Bintang Beach,False,1.0
11217561,2.0,2,2,False,Karangasem Regency,"en,id",-8.346054,115.672287,0.8,Villa Adi Garden Retreat,Amed,False,4,62,nightly,11,False,3,entire_home,#311D16,1,5.0,False,0,58290485,I Nyoman,False,0.85
9302933,3.0,4,4,False,Karangasem Regency,"en,id",-8.342027189784192,115.66678689161988,0.9,Tymor Villa in Amed,Amed,False,10,67,nightly,11,False,12,entire_home,#3B260B,1,4.0,False,0,39404651,Eva,False,1.0
4738101,1.0,1,1,False,Abang,"en,id,ja",-8.358355769212949,115.6936484200064,1.0,Ocean view rooms &pool-Terrace room,Amed,False,3,60,nightly,3,False,58,private_room,#38382E,1,5.0,True,0,5915396,Aquaterrace,False,1.0
1075199,1.0,1,1,False,Abang,"en,id,ja",-8.357869698120604,115.69507717620756,1.0,Stunning 180°Ocean view rooms &pool,Amed,False,3,52,nightly,3,False,174,private_room,#37372B,1,5.0,True,0,5915396,Aquaterrace,False,0.87
20138222,1.0,1,1,False,Abang,,-8.33096145607198,115.63893032829719,0.9,Melasti Beach Bungalows Amed - Beachfront Bungalow,Amed,False,4,60,nightly,38,False,17,entire_home,#1C272D,1,5.0,True,0,53345082,Missy,False,0.95
3878123,1.0,1,1,False,Amed,"en,id",-8.33071203895114,115.63836809045274,1.0,Amed  BeachFront  Villa  PrivateSuite   1,Amed,False,2,56,nightly,2,False,55,private_room,#29452E,1,5.0,True,0,20043956,Ketut,False,1.0
4029192,1.0,1,1,False,Karangasem,"en,id",-8.336191867866463,115.65089762244673,0.79,Cozy Beach House Amed-Putra Lebah,Amed,False,2,45,nightly,60,False,30,entire_home,#0E090F,1,4.5,True,0,1395389,Wayan,False,0.9
13048059,1.0,1,2,False,Karangasem Regency,,-8.363688485408524,115.69890820717747,1.0,Ekapurnama Cottages & Restaurant  (Website hidden by Airbnb),Amed,False,3,45,nightly,38,False,30,entire_home,#030200,1,4.5,False,0,72213231,George,False,1.0
18396893,1.0,1,1,False,Abang,,-8.358457136885056,115.69776074596099,1.0,paradise bungalow bali - deluxe family room,Amed,False,4,48,nightly,38,False,2,private_room,#18150E,1,,False,0,126158907,Paradisebungalow,False,1.0
6890774,1.0,1,3,False,Amed,,-8.344713,115.674896,0.9,Amed sea breeze tropical room,Amed,False,4,50,nightly,3,False,14,private_room,#110906,1,5.0,False,0,35672973,Waenis,False,0.95
2646894,1.0,1,1,False,Amed,"de,en,fr,id,ms,ru,uk",-8.346814519275753,115.67387647258198,1.0,Anugerah Villas Boutique Resort,Amed,False,12,31,nightly,3,False,123,entire_home,#29251A,1,4.5,False,0,13552626,Putu,False,1.0
16976391,2.0,2,6,False,Abang,fr,-8.339055747551239,115.65830091533573,0.9,Family House - Ocean Prana Freedivers village,Amed,False,6,37,nightly,11,False,15,entire_home,#251A07,1,4.5,True,0,110719411,Yoram,False,1.0
21349182,1.0,1,2,False,Abang,"en,es,fr,id",-8.346180320662983,115.67796164552358,1.0,Bali Diversity Diving & Resort - Ocean View Room 2,Amed,False,3,36,nightly,38,False,0,private_room,#1E1E16,1,,False,0,77216808,Marion,False,1.0
17515847,1.0,1,1,False,Karangasem Regency,"en,id,ja",-8.358958180804663,115.69459470130647,0.63,Kaori's House with ocean view,Amed,False,2,34,nightly,2,False,1,entire_home,#2E2425,1,,True,0,5915396,Aquaterrace,False,0.82
7084024,1.0,1,1,False,Bali,"en,fr,zh",-8.335380733923445,115.6554323497888,1.0,"Pondok Bukit Bungalow, Amed",Amed,False,2,38,nightly,3,False,68,entire_home,#303320,1,4.5,False,0,37133538,Laurent,False,0.86
10257587,1.0,1,1,False,Abang,"en,id",-8.334631,115.645767,1.0,Classic Beach Villa 2 - Amed,Amed,False,2,28,nightly,43,False,111,private_room,#2D3528,1,4.5,False,0,18957881,Made,False,1.0
13046172,1.0,1,1,False,Karangasem Regency,"en,fr,id",-8.334886,115.655434,0.68,Barracuda Beach  Room 2,Amed,False,2,19,nightly,3,False,43,private_room,#160D06,1,4.5,False,0,42362622,Isaline & Onggok,False,0.88
13497409,1.0,1,1,False,Abang,en,-8.33667878477727,115.64587209786141,1.0,KIRANA HOMESTAY KING GUEST ROOM,Amed,False,2,19,nightly,2,False,112,private_room,#361C0B,1,5.0,False,0,1103739,Robyn & Putu (General Manager),False,1.0
20215443,1.0,1,1,False,Abang,,-8.351749231312718,115.68340034069097,0.65,Beautiful Private Apartment in Lipah,Amed,False,2,21,nightly,1,False,8,entire_home,#161910,1,5.0,False,0,144006199,Luh,False,0.85
18844136,1.0,1,1,False,Amlapura,en,-8.337106297753632,115.65275427729331,1.0,Mango 5 Hotel type  Mango 1 A,Amed,False,2,21,nightly,3,False,26,private_room,#111312,1,5.0,True,0,131235959,Wayan,False,0.88
1054144,1.0,1,1,False,Abang,,-8.341040685297656,115.66611034460571,1.0,warung ary and homestay room 1,Amed,False,2,21,nightly,3,False,132,private_room,#20210F,1,4.5,False,0,5794280,Ketut,False,1.0
21852021,1.0,1,1,False,Abang,,-8.361396,115.698204,1.0,Paradise Bungalow Ocean View 1,Amed,False,2,19,nightly,38,False,1,private_room,#191C15,1,,False,0,159384213,Made,False,1.0
8817659,1.0,1,1,False,Karangasem Regency,"en,fr,id",-8.335054,115.644524,1.0,Hot water/Kitchen/AC Bundaku Homestay Large Room,Amed,False,2,19,nightly,38,False,20,entire_home,,1,4.5,False,0,46191795,Ketut Guna,False,1.0
16113352,1.0,1,2,False,Abang,"en,id",-8.333803640187288,115.64242304690971,0.85,Hotel Uyah Amed & Spa Resort (Family Villa) 4 pax,Amed,False,4,83,nightly,11,False,0,private_room,#231814,1,,False,0,10459532,I Nyoman Sudiana,False,0.9
9671643,1.0,1,1,False,Abang,,-8.345520850281432,115.677320694698,1.0,Anda Amed Villa 1,Amed,False,2,82,nightly,3,False,0,private_room,#16130A,1,,False,0,49977623,Nyoman,False,1.0
16665001,1.0,1,1,False,Tulamben ,,-8.309878015386095,115.62084294540307,0.9,Paradise within Paradise,Bali,False,2,93,nightly,11,False,0,private_room,#1E211A,1,,False,0,110214804,Made,False,0.95
21981870,1.0,2,2,False,Abang,,-8.356450139185963,115.68929432271386,0.8,Eco Tree House Amed - Unique Villa private suite,Amed,False,4,75,nightly,2,False,1,private_room,#372B1F,1,,False,0,40687231,Marcel,False,0.9
14250394,1.0,1,3,False,Abang,"en,id",-8.350440699762853,115.68325529817045,0.9,Amed Cottage just steps to the beach & corals !,Amed,False,5,77,nightly,38,False,9,entire_home,#251E16,1,5.0,False,0,160586,Made,False,0.95
22762667,3.0,3,3,False,"Amed, Karangasem ","en,id",-8.336148784944864,115.65095955591838,0.9,"The Shooting Star Private, Amed, Bali",Amed,False,6,72,nightly,44,False,0,private_room,#292824,1,,False,0,31116787,Made,False,0.95
11557014,1.0,1,1,False,Karangasem Regency,,-8.338367494433834,115.66211155739832,1.0,Amed Pacha Private Bungalow,Amed,False,2,62,nightly,38,False,2,private_room,,1,,False,0,61033471,Wayan,False,1.0
5500168,1.0,1,1,False,Karangasem Sub-District,"de,en,id",-8.32646235542152,115.63077517945614,1.0,"Balila beach resort, Lily room with VIEW!!!",Amed,False,2,64,nightly,43,False,56,private_room,#4B4A45,1,5.0,False,0,1513897,Birgit,False,0.8
2653053,2.0,3,3,False,Amed,,-8.332104386745707,115.63905286764725,1.0,Stunning Beach Front Villa,Amed,False,6,155,nightly,2,False,132,entire_home,#23251A,1,5.0,True,0,12070512,Robyn,False,1.0
17072274,4.0,3,3,False,Karangasem Sub-District,"de,en",-8.370911214362314,115.70352811268751,0.68,Villa Indah Sekali - Haven of Tranquility,Amed,False,6,151,nightly,11,False,15,entire_home,#1A2715,1,5.0,True,0,114527768,Sabine,False,0.9
21493712,3.5,3,3,False,AMED,"en,id",-8.332953951239883,115.64090174476745,1.0,AMED BEACHFRONT VILLA       TWO-STOREY & POOL,Amed,False,6,146,nightly,11,False,2,entire_home,#1C4024,1,,True,0,20043956,Ketut,False,1.0
22002451,2.5,2,2,False,Abang,"en,fr,id",-8.332083750087238,115.63520639540447,1.0,Luxury Pool  Garden Villa Near Diving Spot in Amed,Amed,False,6,146,nightly,11,False,0,entire_home,#26250F,1,,False,0,78525378,Wayan,False,1.0
21768139,2.0,2,3,False,Abang,"en,es,fr",-8.366964,115.700188,1.0,Villa Macondo - Blue Magic Views & Private Pool,Amed,False,5,144,nightly,11,False,8,entire_home,#1B0A02,1,5.0,True,0,2616436,Allen,False,0.9
19351202,2.0,2,4,False,Abang,,-8.343559195967725,115.66849428450493,1.0,"Villa Bukit Malas 2, 2 Bedroom villa and pool",Amed,False,6,139,nightly,11,False,8,entire_home,#010394,1,5.0,True,0,29766669,Liselotte,False,1.0
11284003,3.0,2,3,False,Abang,"en,id",-8.345791,115.671555,0.85,Villa Adi Roof Top & Plunge Pool!,Amed,False,4,135,nightly,11,False,14,entire_home,#424123,1,5.0,False,0,58290485,I Nyoman,False,0.9
946553,2.0,2,4,False,Abang,"en,es,fr",-8.360341,115.69825,1.0,Villa Aquamarine - Blue Ocean Views,Amed,False,6,134,nightly,11,False,94,entire_home,#29190C,1,5.0,True,0,2616436,Allen,False,0.9
18551690,1.0,1,1,False,Karangasem Regency,,-8.30962290377611,115.62186068356219,0.9,Batu Belah Bungalows,Bali,False,2,139,nightly,3,False,0,private_room,#050E0D,1,,False,0,110214804,Made,False,0.95
13273358,1.0,1,1,False,Karangasem Regency,,-8.352516252901513,115.68742375491976,1.0,The JEWEL of Amed,Amed,False,2,134,nightly,3,False,0,private_room,#613A0F,1,,False,0,74209854,Paul & Stacey,False,1.0
16432347,2.0,2,2,False,Abang,"en,es,fr",-8.36066,115.698463,1.0,Villa Pura Maia 100% Sea View-Private Pool & Beach,Amed,False,5,129,nightly,11,False,19,entire_home,#462C13,1,5.0,True,0,2616436,Allen,False,0.9
532386,1.0,1,1,False,Abang,"en,es,fr",-8.360034,115.698112,0.85,Aquamarine Sea View - Big Blue!,Amed,False,4,124,nightly,11,False,62,entire_home,#2B1B1B,1,5.0,True,0,2616436,Allen,False,0.9
2514455,2.0,2,2,False,Abang,"de,en,fr,id,it",-8.342781638733008,115.66773312122953,1.0,BALI MARINA VILLAS AMED  2 BEDROOM VILLA,Amed,False,4,130,nightly,11,False,52,entire_home,#332210,1,5.0,True,0,11033034,Kadek,False,1.0
16590509,1.0,2,3,False,Abang,"en,es,fr",-8.360936,115.698509,1.0,Villa Syrena - Private Pool - Beach & Sea View,Amed,False,5,124,nightly,11,False,3,entire_home,#241C19,1,5.0,True,0,2616436,Allen,False,0.9
23151380,1.0,1,1,False,Abang,"en,fr,id",-8.330854013895506,115.63759621384112,1.0,Garden and Pool Bedroom Near Diving Spot in Amed,Amed,True,2,57,nightly,11,False,1,private_room,#1A170E,1,,False,0,78525378,Wayan,False,1.0
16697000,1.0,2,3,False,Amed,"en,id",-8.335406661867186,115.64907633679871,1.0,Amed beachfront paradise villa,Amed,False,4,53,nightly,11,False,31,entire_home,#131722,1,5.0,True,0,110589803,Wayan,False,1.0
870952,2.0,2,2,False,Abang,en,-8.338299490466675,115.66194722598024,1.0,Om Shanti Private Cottage Amed Bali,Amed,False,4,54,nightly,3,False,69,entire_home,#434A5A,1,4.5,False,0,4540062,Barb,False,0.77
15457011,1.0,1,1,False,Abang,"en,id",-8.344481499448877,115.67387231985839,0.9,"SunShine Bungalows, Restaurant & Spa",Amed,False,2,54,nightly,38,False,4,private_room,#292E31,1,5.0,False,0,93572186,Sunshine,False,0.95
8706783,2.5,2,2,False,Karangasem Regency,"en,id,ms",-8.33558817148972,115.63638196003286,0.9,D'Sawah Amed Homestay x 2 rooms,Amed,False,4,54,nightly,2,False,21,entire_home,#151517,1,5.0,True,0,45698008,Susilawati,False,0.95
18165582,1.0,2,2,False,Abang,"en,id",-8.339375279669632,115.6651725298286,0.9,"Coral bay bungalows, family room",Amed,False,4,57,nightly,3,False,0,private_room,#27301F,1,,False,0,109619085,Inyoman,False,0.95
14655431,1.0,1,1,False,Karangasem Sub-District,"de,en,id",-8.325247603440435,115.6301800950386,1.0,"Balila beach resort,ocean room with view view view",Amed,False,2,53,nightly,43,False,11,private_room,#35342F,1,5.0,False,0,1513897,Birgit,False,0.8
16429822,1.0,1,2,False,Abang,"en,es,fr",-8.360946,115.698425,1.0,"Villa Makara 100% Ocean View, Private Pool & Beach",Amed,False,3,118,nightly,11,False,10,entire_home,#34230F,1,5.0,True,0,2616436,Allen,False,0.9
14377943,1.0,2,3,False,Abang,"en,es,fr",-8.362349,115.69928,1.0,"Villa Manatee - Sea Views, Private Pool & Beach",Amed,False,5,118,nightly,11,False,14,entire_home,#173676,1,5.0,True,0,2616436,Allen,False,0.9
3706113,1.0,1,1,False,Bali Bunutan lean,"cs,en,fr",-8.356038948796648,115.69171074852856,1.0,Villa Segara Tari - B&B,Amed,False,2,117,nightly,3,False,19,private_room,#1C1B17,1,5.0,True,0,18900494,Marcel,False,1.0
12687015,4.0,4,5,False,Karangasem Regency,"en,id,nl",-8.331883715124318,115.63914601227648,1.0,Private sea side Villa sunriseview,Amed,False,8,114,nightly,11,False,19,entire_home,#191E17,1,5.0,True,0,68955192,Mary,False,1.0
18555379,1.0,2,2,False,Abang,id,-8.351016440396716,115.68569144168715,1.0,"#1 Wawe Family Room 2 Bed 3 persons, Amed Bali",Amed,False,3,119,nightly,38,False,0,private_room,#26210E,1,,False,0,117272951,Sindi,False,1.0
18266499,2.0,3,3,False,Amed,"de,en,id",-8.336620523299377,115.63658904160296,0.85,Villa Gayatri - The Hidden Oasis (incl. Breakfast),Amed,False,6,114,nightly,2,False,3,entire_home,#1C1B16,1,5.0,False,0,126267656,Susanne & Jack,False,1.0
21982066,1.0,1,1,False,Abang,,-8.333578,115.654846,0.9,AMED BEACH VILLA...PANORAMA 1,Bali,False,2,105,nightly,3,False,2,private_room,#050507,1,,False,0,6746395,David,False,0.9
11195085,2.0,2,3,False,Abang,"en,id",-8.350801,115.682327,0.8,Villa Adi - Lush Tropical Gardens,Amed,False,4,112,nightly,11,False,7,entire_home,,1,5.0,False,0,58290485,I Nyoman,False,0.85
11285839,2.0,2,3,False,Karangasem Regency,"en,id",-8.345799,115.672157,0.85,Villa Adi Made - Pool & Mountains,Amed,False,4,112,nightly,11,False,5,entire_home,,1,5.0,False,0,58290485,I Nyoman,False,0.9
21966447,1.0,1,1,False,Abang,,-8.334432,115.654167,0.9,AMED BEACH VILLA...PANORAMA 2.,Bali,False,2,105,nightly,3,False,0,private_room,#15160E,1,,False,0,6746395,David,False,0.9
5071111,1.0,1,1,False,Kecamatan Abang / Amed / Bunutan,,-8.346696932161242,115.67941348443286,0.7,OnlYou Villa Two Persons,Amed,False,2,105,nightly,11,False,0,entire_home,#1B1D18,1,,False,0,23843537,Etienne,False,0.85
10949251,1.0,2,3,False,Abang,,-8.346327145046596,115.67628912692628,1.0,Anda Amed - Family Cottage,Amed,False,4,108,nightly,11,False,0,entire_home,#3D3608,1,,False,0,49977623,Nyoman,False,1.0
2404960,1.0,1,1,False,Abang,"de,en,fr,id,it",-8.34232395984305,115.66755487722145,1.0,BALI MARINA VILLAS-HIBISKUS AMED,Amed,False,2,97,nightly,43,False,82,private_room,#323009,1,5.0,True,0,11033034,Kadek,False,1.0
20210017,2.0,2,4,False,Abang,"da,de,en,id,no,sv",-8.33470813610959,115.63427245786463,0.57,UlamBaliVilla,Amed,False,6,96,nightly,2,False,0,entire_home,#34342C,1,,False,0,113332147,Putu N Håkon Eugen,False,0.71
13130335,1.0,1,1,False,Abang,,-8.349900773936252,115.68068674272945,0.6,Amed Beach Resort Bali,Amed,False,2,45,nightly,43,False,0,private_room,#191313,1,,False,0,73119524,Amed,False,0.7
13607898,1.0,1,1,False,Karangasem Sub-District,"de,en,id",-8.326415036146443,115.63043583954646,1.0,"Balila beach resort,Sunrise bungalow with VIEW!",Amed,False,2,48,nightly,38,False,19,private_room,#474038,1,5.0,False,0,1513897,Birgit,False,0.8
13483235,1.0,1,2,False,Karangasem Regency,"en,es,fr,id",-8.346043134909197,115.67869665097585,1.0,Bali Diversity Diving & Resort - Ocean Front Room,Amed,False,3,50,nightly,38,False,4,private_room,#111610,1,4.0,False,0,77216808,Marion,False,1.0
17609616,1.0,1,1,False,Amed,,-8.346131564879059,115.67245010678526,1.0,Beach side rooms!,Amed,False,3,45,nightly,1,False,0,private_room,#212115,1,,False,0,119700471,Villa,False,0.9
22456152,1.0,1,1,False,Kabupaten Karangasem,,-8.375133363160042,115.70743175067882,0.88,Baliku 2,Bali,False,2,42,nightly,11,False,1,entire_home,#36281B,1,,False,0,28659506,The Crew,False,1.0
9068311,1.0,1,1,False,Abang,,-8.351517841616523,115.68504158457698,1.0,"Shankara Parada, one-bedroom villa",Amed,False,2,45,nightly,11,False,5,entire_home,#20284C,1,5.0,False,0,47299682,Nyoman,False,1.0
23864990,1.0,1,2,False,"Amed, Abang",,-8.330734,115.625916,0.7,SURROUNDED BY NATURE,Amed,True,3,50,nightly,11,False,0,private_room,#2B2D22,1,,False,0,86609389,Dominique,False,0.9
20133709,1.0,1,2,False,Karangasem,"en,id",-8.34489843677218,115.67201716653591,1.0,Family spaces room,Amed,False,3,41,nightly,3,False,0,private_room,#2E2E36,1,,False,0,99971017,Sahera,False,1.0
1214991,1.0,1,2,False,Amed Bali Indonesia,en,-8.338207612622856,115.66257107405487,0.8,Om Shanti Ganesha Cottage Amed,Amed,False,2,38,nightly,3,False,46,entire_home,#3F3430,1,5.0,False,0,4540062,Barb,False,0.9
18455325,1.0,1,1,False,Amed - Tukadse,"en,es,fr,id",-8.336069149693346,115.65244814834104,0.51,Traditional Wooden House in a luxurious Garden with Swimming pool,Amed,False,2,34,nightly,2,False,1,private_room,#2C140A,1,,False,0,123202965,Dewi & Etienne,False,0.79
6901976,1.0,1,1,False,Amed,,-8.34433,115.675369,0.9,Relaxing Close-to-Beach Room,Bali,False,2,35,nightly,3,False,24,private_room,#080607,1,4.5,False,0,35672973,Waenis,False,0.95
7281204,1.0,1,1,False,Abang,"en,id",-8.335566137025811,115.64648013173161,0.7,Pakel's Bali Villas,Amed,False,2,31,nightly,11,False,33,private_room,#2D2D2B,1,4.0,False,0,38127264,Wanwin,False,0.9
18396578,1.0,1,1,False,Abang,,-8.35934574211902,115.6968714188459,1.0,paradise bungalow bali-deluxe room,Amed,False,2,40,nightly,38,False,0,private_room,#392A27,1,,False,0,126158907,Paradisebungalow,False,1.0
14225434,1.0,1,1,False,Abang,"de,en,id",-8.345112,115.671532,1.0,Amed Harmony Villa and Spa  1,Amed,False,2,37,nightly,42,False,0,private_room,#363729,1,,False,0,17086164,Anis,False,1.0
8334903,1.0,1,1,False,Karangasem Regency,"en,fr,zh",-8.335673497735169,115.6543360662741,1.0,"Pondok Bukit Bungalow, Amed",Amed,False,2,32,nightly,3,False,4,private_room,#303926,1,5.0,False,0,37133538,Laurent,False,0.87
6901936,1.0,1,1,False,Amlapura,,-8.344564,115.675156,0.9,Amed Sea Cliff Room + Sunset View,Amed,False,2,35,nightly,3,False,12,private_room,#0B0B0B,1,4.0,False,0,35672973,Waenis,False,0.95
18157211,1.0,1,1,False,Amed - Tukadse,"en,es,fr,id",-8.334820997797268,115.65197511712637,0.51,Cozy Bungalow in a luxurious Garden with Swimming pool,Amed,False,2,26,nightly,2,False,13,private_room,#2A2510,1,5.0,False,0,123202965,Dewi & Etienne,False,0.79
17379761,1.0,1,1,False,Karangasem Regency,"en,id",-8.33654933055927,115.65018685216427,0.75,Moon House,Amed,False,2,26,nightly,1,False,31,entire_home,#382B25,1,5.0,False,0,115697612,Gede,False,0.95
14391659,1.0,1,1,False,Abang,"en,fr,id",-8.349071,115.682243,0.9,Le Jardin 1 - Amed - 50m from the beach,Bali,False,2,26,nightly,42,False,0,private_room,,1,,False,0,88419532,Mundirah,False,0.95
23152870,1.0,1,1,False,Amed - Tukadse,"en,es,fr,id",-8.33520565210146,115.65064634542196,0.51,Great Bungalow in a luxurious Garden with Swimming pool,Amed,True,2,26,nightly,2,False,2,private_room,#1F1C09,1,,False,0,123202965,Dewi & Etienne,False,0.79
3714164,1.0,1,1,False,Banyuning - Amed - Bali,"en,id",-8.356966640493173,115.6907848799565,1.0,WAWA WEWE ROCK 1 AMED BALI,Amed,False,2,26,nightly,3,False,38,private_room,#28281E,1,3.5,False,0,18957881,Made,False,1.0
14204898,1.0,1,1,False,Abang,,-8.345878625900955,115.67785411360717,0.6,Bali Bhuana Villas ocean view,Amed,False,2,26,nightly,11,False,1,private_room,#0E1915,1,,False,0,85612979,Bali,False,0.9
8417285,1.5,1,1,False,Abang,"de,en,id,ms",-8.335429139529442,115.6372802829004,0.95,D'Sawah Amed --Double Room Mountain View,Amed,False,2,29,nightly,3,False,21,private_room,#674E3A,1,5.0,True,0,25519940,Faiz,False,1.0
6095145,1.0,1,1,False,amlapura,"en,id",-8.351198894762529,115.68418992397064,1.0,Luxury Seaside Master Bedroom,Amed,False,2,215,nightly,11,False,0,private_room,#3E2214,1,,False,0,11804574,Wayan,False,1.0
8821782,3.0,3,3,False,Abang,"en,id",-8.343467263490112,115.66891505003466,1.0,"The Kampung, Amed",Amed,False,6,206,nightly,11,False,8,entire_home,#312B2F,1,5.0,False,0,46209327,Viviana,False,1.0
17864638,3.0,3,3,False,Abang,,-8.330443336030886,115.6359823706603,1.0,Villa Agung beach front in Amed,Amed,False,5,204,nightly,11,False,14,entire_home,#060B07,1,5.0,True,0,120458004,Wayan,False,1.0
5419473,3.5,3,4,False,Amed,de,-8.349689187541749,115.68118608513954,0.75,Katana Villa with Waterslide & View,Amed,False,8,200,nightly,11,False,72,entire_home,#151922,1,5.0,True,0,28096065,Leslie,False,0.93
16535772,3.0,3,3,False,Karangasem,,-8.329708,115.637192,1.0,3 Bedrooms Beachfront Villa in Amed,Amed,False,5,204,nightly,11,False,13,entire_home,#2B360E,1,4.0,False,0,85823413,Wayan,False,1.0
17101195,1.0,1,1,False,Amed,en,-8.335160858846427,115.63650189060326,1.0,DALUM HOMESTAY,Amed,True,2,13,nightly,3,False,0,private_room,#18150E,1,,False,0,105769925,Ketut,False,1.0
